Destination Plate Type,Destination Plate Name,Sample name,Destination Well,Transfer Volume,Source Well,Source Plate Name,Source Plate Type
Greiner384_black_PS_Fbottom_781906,destination1,water well,A1,1325.0,I5,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,B1,2100.0,I5,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,C1,825.0,I5,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,D1,1100.0,I5,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,E1,1550.0,I5,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,F1,2700.0,I5,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,G1,425.0,I5,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,H1,1075.0,I5,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,I1,725.0,I5,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,J1,200.0,I5,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,K1,375.0,I5,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,L1,275.0,I5,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,M1,500.0,I5,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,N1,525.0,I5,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,O1,350.0,I5,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,P1,1700.0,I5,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,A2,0.0,I5,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,B2,1225.0,I5,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,C2,225.0,I5,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,D2,2675.0,I5,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,E2,1925.0,I5,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,F2,0.0,I5,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,G2,350.0,I5,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,H2,1725.0,I5,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,I2,75.0,I5,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,J2,225.0,I5,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,K2,1925.0,I5,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,L2,75.0,I5,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,M2,250.0,I5,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,N2,500.0,I5,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,O2,0.0,I5,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,A9,1325.0,I6,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,B9,2100.0,I6,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,C9,825.0,I6,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,D9,1100.0,I6,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,E9,1550.0,I6,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,F9,2700.0,I6,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,G9,425.0,I6,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,H9,1075.0,I6,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,I9,725.0,I6,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,J9,200.0,I6,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,K9,375.0,I6,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,L9,275.0,I6,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,M9,500.0,I6,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,N9,525.0,I6,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,O9,350.0,I6,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,P9,1700.0,I6,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,A10,0.0,I6,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,B10,1225.0,I6,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,C10,225.0,I6,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,D10,2675.0,I6,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,E10,1925.0,I6,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,F10,0.0,I6,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,G10,350.0,I6,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,H10,1725.0,I6,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,I10,75.0,I6,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,J10,225.0,I6,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,K10,1925.0,I6,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,L10,75.0,I6,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,M10,250.0,I6,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,N10,500.0,I6,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,O10,0.0,I6,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,A1,175.0,D5,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,B1,175.0,D5,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,C1,650.0,D5,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,D1,175.0,D5,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,E1,325.0,D5,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,F1,175.0,D5,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,G1,650.0,D5,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,H1,325.0,D5,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,I1,175.0,D5,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,J1,650.0,D5,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,K1,325.0,D5,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,L1,650.0,D5,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,M1,650.0,D5,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,N1,650.0,D5,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,O1,175.0,D5,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,P1,175.0,D5,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,A2,325.0,D5,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,B2,325.0,D5,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,C2,175.0,D5,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,D2,175.0,D5,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,E2,650.0,D5,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,F2,325.0,D5,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,G2,650.0,D5,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,H2,325.0,D5,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,I2,325.0,D5,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,J2,325.0,D5,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,K2,175.0,D5,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,L2,650.0,D5,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,M2,325.0,D5,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,N2,325.0,D5,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,O2,175.0,D5,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,A9,175.0,D5,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,B9,175.0,D5,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,C9,650.0,D5,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,D9,175.0,D5,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,E9,325.0,D5,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,F9,175.0,D5,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,G9,650.0,D5,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,H9,325.0,D5,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,I9,175.0,D5,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,J9,650.0,D5,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,K9,325.0,D5,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,L9,650.0,D5,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,M9,650.0,D5,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,N9,650.0,D5,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,O9,175.0,D5,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,P9,175.0,D5,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,A10,325.0,D5,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,B10,325.0,D5,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,C10,175.0,D5,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,D10,175.0,D5,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,E10,650.0,D5,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,F10,325.0,D5,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,G10,650.0,D5,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,H10,325.0,D5,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,I10,325.0,D5,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,J10,325.0,D5,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,K10,175.0,D5,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,L10,650.0,D5,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,M10,325.0,D5,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,N10,325.0,D5,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,O10,175.0,D5,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,k-glut well,A1,400.0,D6,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,k-glut well,B1,200.0,D6,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,k-glut well,C1,200.0,D6,source1,384PP_Plus_AQ_GPSA
