Destination Plate Type,Destination Plate Name,Sample name,Destination Well,Transfer Volume,Source Well,Source Plate Name,Source Plate Type
Greiner384_black_PS_Fbottom_781906,destination1,water well,F2,425,P17,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,G2,550,P17,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,H2,1100,P17,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,I2,450,P17,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,J2,825,P17,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,K2,350,P17,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,L2,125,P17,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,M2,675,P17,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,N2,2300,P17,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,O2,600,P17,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,P2,1150,P17,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,A3,700,P17,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,B3,200,P17,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,C3,550,P17,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,D3,650,P17,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,E3,1200,P17,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,F3,0,P17,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,G3,725,P17,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,H3,1425,P17,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,I3,575,P17,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,J3,1075,P17,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,K3,650,P17,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,L3,1325,P17,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,M3,150,P17,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,N3,1050,P17,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,O3,100,P17,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,P3,1400,P17,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,A4,2175,P18,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,B4,2500,P18,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,C4,525,P18,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,D4,275,P18,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,E4,1750,P18,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,F4,775,P18,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,G4,50,P18,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,H4,1050,P18,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,I4,1975,P18,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,J4,425,P18,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,K4,625,P18,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,L4,600,P18,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,M4,550,P18,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,N4,575,P18,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,O4,950,P18,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,P4,1775,P18,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,A5,1050,P18,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,B5,125,P18,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,C5,875,P18,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,D5,1800,P18,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,E5,1725,P18,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,F5,1150,P18,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,G5,1575,P18,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,H5,925,P18,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,I5,500,P18,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,J5,1650,P18,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,K5,200,P18,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,L5,200,P18,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,M5,50,P18,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,N5,1225,P18,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,O5,100,P18,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,P5,1000,P18,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,A6,1925,P18,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,B6,950,P18,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,C6,300,P18,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,D6,200,P18,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,E6,325,P18,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,F6,1100,P18,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,G6,2225,P18,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,H6,75,P18,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,I6,1550,P18,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,J6,1325,P18,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,K6,1400,P18,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,L6,825,P18,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,M6,1725,P18,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,N6,1050,P18,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,O6,1000,P18,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,P6,225,P18,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,A9,775,P19,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,B9,225,P19,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,C9,1225,P19,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,D9,475,P19,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,E9,250,P19,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,F9,1150,P19,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,G9,1700,P19,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,H9,50,P19,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,I9,525,P19,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,J9,225,P19,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,K9,75,P19,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,L9,850,P19,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,M9,1075,P19,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,N9,325,P19,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,O9,300,P19,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,P9,1750,P19,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,A10,425,P19,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,B10,725,P19,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,C10,1350,P19,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,D10,300,P19,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,E10,1825,P19,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,F10,425,P19,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,G10,550,P19,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,H10,1100,P19,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,I10,450,P19,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,J10,825,P19,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,K10,350,P19,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,L10,125,P19,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,M10,675,P19,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,N10,2300,P19,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,O10,600,P19,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,P10,1150,P19,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,A11,700,P19,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,B11,200,P19,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,C11,550,P19,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,D11,650,P19,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,E11,1200,P19,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,F11,0,P19,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,G11,725,P19,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,H11,1425,P19,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,I11,575,P19,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,J11,1075,P19,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,K11,650,P19,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,L11,1325,P19,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,M11,150,P19,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,N11,1050,P19,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,O11,100,P19,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,P11,1400,P19,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,A12,2175,P20,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,B12,2500,P20,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,C12,525,P20,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,D12,275,P20,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,E12,1750,P20,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,F12,775,P20,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,G12,50,P20,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,H12,1050,P20,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,I12,1975,P20,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,J12,425,P20,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,K12,625,P20,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,L12,600,P20,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,M12,550,P20,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,N12,575,P20,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,O12,950,P20,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,P12,1775,P20,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,A13,1050,P20,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,B13,125,P20,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,C13,875,P20,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,D13,1800,P20,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,E13,1725,P20,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,F13,1150,P20,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,G13,1575,P20,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,H13,925,P20,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,I13,500,P20,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,J13,1650,P20,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,K13,200,P20,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,L13,200,P20,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,M13,50,P20,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,N13,1225,P20,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,O13,100,P20,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,P13,1000,P20,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,A14,1925,P20,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,B14,950,P20,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,C14,300,P20,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,D14,200,P20,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,E14,325,P20,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,F14,1100,P20,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,G14,2225,P20,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,H14,75,P20,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,I14,1550,P20,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,J14,1325,P20,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,K14,1400,P20,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,L14,825,P20,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,M14,1725,P20,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,N14,1050,P20,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,O14,1000,P20,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,water well,P14,225,P20,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,A1,650,F16,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,B1,650,F16,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,C1,650,F16,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,D1,650,F16,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,E1,650,F16,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,F1,650,F16,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,G1,650,F16,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,H1,650,F16,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,I1,650,F16,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,J1,650,F16,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,K1,650,F16,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,L1,650,F16,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,M1,650,F16,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,N1,650,F16,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,O1,650,F16,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,P1,175,F16,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,A2,325,F16,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,B2,325,F16,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,C2,650,F16,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,D2,650,F16,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,E2,650,F16,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,F2,650,F16,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,G2,650,F16,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,H2,650,F16,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,I2,650,F16,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,J2,650,F16,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,K2,175,F16,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,L2,650,F16,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,M2,175,F16,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,N2,650,F16,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,O2,650,F16,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,P2,650,F16,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,A3,650,F16,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,B3,650,F16,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,C3,650,F16,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,D3,650,F16,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,E3,175,F16,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,F3,650,F16,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,G3,650,F16,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,H3,325,F16,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,I3,650,F16,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,J3,650,F16,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,K3,650,F16,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,L3,175,F16,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,M3,650,F16,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,N3,325,F16,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,O3,650,F16,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,P3,175,F16,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,A4,325,F16,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,B4,650,F16,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,C4,650,F16,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,D4,325,F16,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,E4,650,F16,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,F4,650,F16,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,G4,325,F16,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,H4,325,F16,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,I4,175,F16,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,J4,325,F16,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,K4,650,F16,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,L4,325,F16,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,M4,325,F16,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,N4,325,F16,source1,384PP_Plus_AQ_GPSA
Greiner384_black_PS_Fbottom_781906,destination1,hepes well,O4,175,F16,source1,384PP_Plus_AQ_GPSA
