Cond.,k_prime,Yield,K,n,Plateau_Time,Translation_Rate,Rel. Yield
40A,782.6203699713509,4020919.851210044,1.752445985970932e+16,0.249834090879099,1.578132394897867e+17,1.4330867592592467e-11,0.0022906377491795
40B,747.4648340279914,1076.5050784151936,0.4548937012893583,1.0207114927799954,1.3462203974362124,603.8779512993683,0.0027469379547594
41A,4796.234611890347,212798.64728214365,5.798625490704453,3.294013668384457,9.319330669531704,30221.02625375565,0.3237671477790367
41B,5299.404716174626,228988.96186258207,5.495538254366269,3.1636059749187724,8.969762476937078,32955.409206884455,0.3488526060354421
42A,18657.124991593515,765671.530445766,2.618909348077363,3.1439123448560395,4.284928664654259,229790.7121566157,1.1949497034284609
42B,14831.556706714502,684169.1510228625,2.538006262665166,3.444870090164993,4.011505231413568,232158.0013062376,1.0662891809283512
43A,732.7777781198254,684.887984076534,2.8170347488933207,4.050659895846568,4.207936390268756,246.20288153490915,0.0021647395178598
43B,843.6397283686359,1013.0631988557524,2.9912479243914936,3.5218821783577168,4.689912316274324,298.19404106447865,0.0028328337725989
44A,7988.705624876981,374399.1997610268,3.3287879391258928,2.6982166198476034,5.79618652724511,75869.2173943436,0.5774827029153944
44B,21352.09674665707,883720.3320323762,2.88084523482554,2.6846035453309938,5.0270431267532665,205880.4398597684,1.371611433600144
45A,10512.72385406723,309376.83428865566,1.8946099380516803,4.451551249802067,2.7458232934571347,181726.96206187445,0.4885887197301626
45B,10127.851545929274,321668.9455333437,2.026169995252663,4.201133307116816,2.990752571968467,166739.97296766296,0.5067415618370529
46A,36318.57048195942,1896365.862431401,2.337110756086924,2.520993837982745,4.191229334938381,511392.8213820376,2.933631464433939
46B,33050.13014638518,1878824.1728900743,2.3786890945966066,2.4708475026126595,4.304092497341126,487904.0335682252,2.8992068202485104
47A,761.7940188775364,2294.331362376284,7.371459483429877,19.874419572974496,8.113263233357115,1546.4544110226825,0.0046680622651814
47B,895.6332988623955,6859.390374334988,7.278489728012587,21.85817342042369,7.944463923387189,5149.892009311766,0.0118453694928246
48A,32234.564948036,884776.1208490018,1.7973162502415243,3.9076640555676505,2.7172091707604737,480912.56118693855,1.4004901702700838
48B,32471.16049737645,761793.7590934123,1.871677612417296,4.166220334562484,2.7701791135933496,423924.58893852506,1.2130862334677652
49A,27662.884410859697,1817100.5034421512,2.9526567294337074,2.4506630585745977,5.362336606969454,377041.8885060377,2.781940818958852
49B,51919.95970006073,2167557.4654761557,3.0766170555516665,2.6579839661076536,5.391617518144418,468154.8665974212,3.356991823661049
50A,4648.904468360249,333499.01014750043,4.28506924391723,2.3220837934267693,7.975779506869133,45180.871212681086,0.4973855321308846
50B,7024.802173068837,207772.25083056997,3.371737166687028,2.9539828629686204,5.654578552773191,45507.37780051967,0.3255890349361438
51A,3667.176230941997,157478.46728513626,1.9201045760839064,4.937813643112695,2.6978190525150225,101244.39756335462,0.2461364407944272
51B,2880.189791364588,112574.77625024166,1.8017621827687025,5.03897131891906,2.516893136582192,78709.2039925892,0.1763491562710587
REFA,11467.244542551443,728647.2684298108,2.35708448601283,2.697198395488741,4.1048865683181015,208446.73313032044,1.1253819237783689
REFB,7508.535866248725,570506.5561316729,2.3511452731153804,2.7034612582764628,4.090504596958109,163999.05077441537,0.8789674050262449
52A,36814.08671683383,2214614.6834481936,2.716312748916253,1.9185025911900773,5.548013640423813,391039.6557224592,3.344952632899866
52B,34878.77577965522,2244703.8775332184,2.6559942232320672,2.059513127007444,5.235238985892391,435147.5110136411,3.4113781747932808
53A,55634.96922445861,1726141.0426189436,1.7293237219614843,2.465669185570045,3.13204532961436,615282.8306064362,2.712615615239842
53B,45163.05460944224,1637372.6666021608,1.7021382966625738,2.5496864064099034,3.037312922360388,613167.9838307316,2.5632580399731424
54A,-3494.754407697864,1936040.8076452704,1.476349325637781,2.229230659266152,2.800886398103656,730836.7760673418,2.939701288451434
54B,-11538.872751393992,1842992.149888376,1.3647433434003886,2.2669925794661614,2.568755527438294,765354.4433859127,2.788611857227167
