Destination Plate Type,Destination Plate Barcode,Sample name,Destination Well,Transfer Volume,Source Well,Source Plate Name,Source Plate Type
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,I2,700.0,A6,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,J2,700.0,A6,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,K2,700.0,A6,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,L2,175.0,A6,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,M2,700.0,A6,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,N2,175.0,A6,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,O2,700.0,A6,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,P2,700.0,A6,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,A3,700.0,A6,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,B3,175.0,A6,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,C3,350.0,A6,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,D3,350.0,A6,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,E3,175.0,A6,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,F3,350.0,A6,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,G3,350.0,A6,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,H3,700.0,A6,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,I3,700.0,A6,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,J3,175.0,A6,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,K3,350.0,A6,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,L3,350.0,A6,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,M3,175.0,A6,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,N3,175.0,A6,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,O3,700.0,A6,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,P3,700.0,A6,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,A4,700.0,A6,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,B4,700.0,A6,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,C4,700.0,A6,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,D4,350.0,A6,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,E4,350.0,A6,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,F4,700.0,A6,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,G4,700.0,A6,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,A9,700.0,B1,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,B9,700.0,B1,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,C9,350.0,B1,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,D9,350.0,B1,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,E9,350.0,B1,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,F9,700.0,B1,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,G9,350.0,B1,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,H9,175.0,B1,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,I9,175.0,B1,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,J9,350.0,B1,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,K9,350.0,B1,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,L9,700.0,B1,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,M9,700.0,B1,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,N9,700.0,B1,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,O9,175.0,B1,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,P9,350.0,B1,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,A10,175.0,B1,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,B10,700.0,B1,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,C10,700.0,B1,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,D10,175.0,B1,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,E10,350.0,B1,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,F10,350.0,B1,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,G10,700.0,B1,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,H10,700.0,B1,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,I10,700.0,B1,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,J10,700.0,B1,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,K10,700.0,B1,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,L10,175.0,B1,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,M10,700.0,B1,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,N10,175.0,B1,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,O10,700.0,B1,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,P10,700.0,B1,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,A11,700.0,B1,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,B11,175.0,B1,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,C11,350.0,B1,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,D11,350.0,B1,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,E11,175.0,B1,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,F11,350.0,B1,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,G11,350.0,B1,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,H11,700.0,B1,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,I11,700.0,B1,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,J11,175.0,B1,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,K11,350.0,B1,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,L11,350.0,B1,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,M11,175.0,B1,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,N11,175.0,B1,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,O11,700.0,B1,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,P11,700.0,B1,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,A12,700.0,B1,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,B12,700.0,B1,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,C12,700.0,B1,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,D12,350.0,B1,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,E12,350.0,B1,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,F12,700.0,B1,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,gsh well,G12,700.0,B1,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,A1,325.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,B1,325.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,C1,325.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,D1,325.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,E1,650.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,F1,650.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,G1,325.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,H1,325.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,I1,325.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,J1,325.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,K1,325.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,L1,650.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,M1,650.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,N1,325.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,O1,650.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,P1,325.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,A2,650.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,B2,175.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,C2,650.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,D2,650.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,E2,325.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,F2,325.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,G2,325.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,H2,175.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,I2,175.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,J2,175.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,K2,325.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,L2,650.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,M2,325.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,N2,325.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,O2,175.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,P2,650.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,A3,325.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,B3,650.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,C3,325.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,D3,325.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,E3,650.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,F3,650.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,G3,325.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,H3,325.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,I3,175.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,J3,325.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,K3,650.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,L3,175.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,M3,325.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,N3,325.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,O3,325.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,P3,175.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,A4,175.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,B4,325.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,C4,325.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,D4,325.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,E4,325.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,F4,175.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,G4,325.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,A9,325.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,B9,325.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,C9,325.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,D9,325.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,E9,650.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,F9,650.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,G9,325.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,H9,325.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,I9,325.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,J9,325.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,K9,325.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,L9,650.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,M9,650.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,N9,325.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,O9,650.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,P9,325.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,A10,650.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,B10,175.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,C10,650.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,D10,650.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,E10,325.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,F10,325.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,G10,325.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,H10,175.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,I10,175.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,J10,175.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,K10,325.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,L10,650.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,M10,325.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,N10,325.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,O10,175.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,P10,650.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,A11,325.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,B11,650.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,C11,325.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,D11,325.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,E11,650.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,F11,650.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,G11,325.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,H11,325.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,I11,175.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,J11,325.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,K11,650.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,L11,175.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,M11,325.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,N11,325.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,O11,325.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,P11,175.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,A12,175.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,B12,325.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,C12,325.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,D12,325.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,E12,325.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,F12,175.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,spermidine well,G12,325.0,B2,source1,384PP_Plus_AQ_BP
Greiner384_black_PS_Fbottom_781906,destination1,fthf well,A1,325.0,B3,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,fthf well,B1,650.0,B3,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,fthf well,C1,325.0,B3,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,fthf well,D1,325.0,B3,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,fthf well,E1,325.0,B3,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,fthf well,F1,325.0,B3,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,fthf well,G1,325.0,B3,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,fthf well,H1,650.0,B3,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,fthf well,I1,650.0,B3,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,fthf well,J1,175.0,B3,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,fthf well,K1,650.0,B3,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,fthf well,L1,650.0,B3,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,fthf well,M1,325.0,B3,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,fthf well,N1,650.0,B3,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,fthf well,O1,650.0,B3,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,fthf well,P1,650.0,B3,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,fthf well,A2,650.0,B3,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,fthf well,B2,325.0,B3,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,fthf well,C2,175.0,B3,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,fthf well,D2,650.0,B3,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,fthf well,E2,650.0,B3,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,fthf well,F2,325.0,B3,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,fthf well,G2,325.0,B3,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,fthf well,H2,325.0,B3,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,fthf well,I2,325.0,B3,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,fthf well,J2,175.0,B3,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,fthf well,K2,650.0,B3,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,fthf well,L2,650.0,B3,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,fthf well,M2,175.0,B3,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,fthf well,N2,650.0,B3,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,fthf well,O2,325.0,B3,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,fthf well,P2,650.0,B3,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,fthf well,A3,175.0,B3,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,fthf well,B3,325.0,B3,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,fthf well,C3,650.0,B3,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,fthf well,D3,325.0,B3,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,fthf well,E3,325.0,B3,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,fthf well,F3,650.0,B3,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,fthf well,G3,175.0,B3,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,fthf well,H3,650.0,B3,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,fthf well,I3,325.0,B3,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,fthf well,J3,325.0,B3,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,fthf well,K3,175.0,B3,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,fthf well,L3,325.0,B3,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,fthf well,M3,650.0,B3,source1,384PP_Plus_AQ_GP
Greiner384_black_PS_Fbottom_781906,destination1,fthf well,N3,175.0,B3,source1,384PP_Plus_AQ_GP
