Cond.,k_prime,Yield,K,n,Plateau_Time,Translation_Rate,Rel. Yield
1A,690.0074451421555,4196.715684463303,2.2215659957725804,4.850553133153989,4.579317184943552,2290.7706152963897,0.04007514472030745
1B,766.0780858794167,2052.071007710746,2.6275607036441135,3.9376020604975057,5.183675270500364,768.7966082993534,0.02310556605625679
1C,776.3108389662142,4189.365468777729,2.380656913349112,4.617861767792031,4.793915478207451,2031.5727269538554,0.04072151567639023
2A,37293.711324417214,908123.9748312972,3.4089729772987494,3.7445269517481123,6.184021247462402,249378.23810347047,7.742866055750352
2B,50139.91435294912,1186327.782692957,3.390236958206298,3.920857092655603,6.120869089933533,343001.22368489567,10.130408886504794
2C,50055.34599050704,1196995.762587071,3.205930889558277,3.9980275415952,5.882515267123306,373185.0584788523,10.220115642352567
3A,4934.975114236875,466766.104473285,3.0079229427816805,2.313089090972937,6.227474313133374,89735.64190565885,3.819316918952352
3B,6688.881330229489,672966.6318522036,2.9519182735011755,2.354342804649055,6.119336348167213,134183.43604673597,5.511079646637436
3C,2075.9629221071996,658547.4592391958,2.7632282161016115,2.2629090791286957,5.897207015351476,134827.1756804027,5.354872461112853
4A,12271.395953240035,689878.1034879207,1.8726278335505702,3.3086644040543045,4.2901743863322706,304728.87928552384,5.755966210509234
4B,14484.47819295004,961303.3840871806,1.8903370227298526,3.260387390685791,4.3216893913944086,414505.6403190033,7.998634712285599
4C,6236.977071150489,898417.3033434257,1.7953946835699564,3.0927610146681164,4.212018060096591,386905.1796954845,7.414583924718786
5A,4095.3868962873644,184577.72988307758,3.9924371454594567,2.5750399752083384,7.416304178620333,29762.211380251654,1.5227752711318105
5B,2620.9951161268236,171294.21571395645,3.4559542799203866,2.520769738646552,6.726966683225763,31235.459181688242,1.408955584122565
5C,4069.057759921219,252552.11415461206,3.778178617794689,2.4967051143342056,7.1842027791332725,41723.02442742801,2.0714029828449476
6A,723.6643197542353,875.8793575526529,2.9052126716824485,5.0,5.38072778226376,376.8568158925088,0.013117354145477255
6B,746.954633066337,1052.2360031231792,2.4771177676752543,5.0,4.874952941356857,530.977986217572,0.014754890774794263
6C,719.0593555388023,718.7816892984675,2.9998142466684445,5.0,5.491245271979007,299.51091559116423,0.01179124926271088
7A,0.0,33737.62172355318,6.894016513439376,5.0,9.836570635613288,6117.19265137097,0.27522548348012665
7B,705.239209606086,49034.51546959437,6.292181609528088,5.0,9.18146569523622,9741.159448446042,0.4065721882821254
7C,526.2783421374513,41026.49336939113,5.663010506977223,5.0,8.492052989656775,9055.804619919838,0.34010957968584177
8A,11058.435670494977,412943.97863371106,2.760497659186278,2.893903279226417,5.601129639944371,108225.04503202155,3.4657488427348717
8B,12372.99776917361,491851.1773900724,2.566410770980292,2.9175214552974693,5.329082471456176,139785.33552334804,4.124567737823767
8C,9526.438456715538,481190.9643494111,2.4214545861136814,2.783772118351966,5.169347096165127,138297.65772199145,4.012822387154974
9A,3238.8751564788213,158238.22352508095,2.530174316560559,1.8801863991144976,5.806978286970887,29396.92274802758,1.297381622985174
9B,1968.2830623400328,126359.51536143603,2.229749766684134,1.7643031277419268,5.380545032652711,24995.68466192341,1.0306320919454872
9C,4719.648827319222,178161.1203792658,2.513294094088026,1.9478577007233078,5.723321331996422,34519.6878388171,1.473715719681842
10A,15695.544988603451,433697.47782226594,3.3716853670928475,4.354702739377065,6.015573654128384,140035.57487645745,3.6838295862084434
10B,18451.39015434979,514020.4731277878,3.0589740952930615,4.24791964191518,5.6611645455897275,178451.7943046584,4.365247393853284
10C,18506.072459264098,455066.90533224016,2.9777845425351033,4.613580116784824,5.511436933710397,176262.55327226012,3.8831566334707923
11A,6689.161297722986,441065.277685683,3.007695336498072,2.6793078440413027,6.024321947029085,98227.1744662014,3.648561288917149
11B,5036.2796026701435,517953.6418605163,2.6424359383402845,2.5828285309567334,5.555959207497627,126567.4433672885,4.265370192248994
11C,9175.79447800303,542628.5156490523,2.588118798889517,2.72915760644932,5.421812831793201,143049.72607858383,4.507850784966286
